Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Negative_Feature_Count
80,38898,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,298909.9697,231.3743637,4862.25,9085.841147,22646,-1,15999,7999.5,11305.93032,15994,5,38844,7768.8,10786.6392,22650,13,0,72,132,77.12478791,154.2495758,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,2,1291.888889,8.666666667,1933.5,72,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,1
80,51298765,47,59,2441,97160,328,0,51.9361702128,111.6384701216,4380,0,1646.779661017,1100.8678092179,1941.5867029158,2.066326548,488559.666666667,2066193.3652681,10002421,-1,43210902,939367.434782609,2845764.8354603,10025726,2,51275287,884056.672413793,2733117.29905766,10025927,3,0,952,1240,0.9162013939,1.1501251541,0,4380,930.8504672897,1142.1526002837,1304512.56233469,0,0,0,1,0,0,0,1,939.6320754717,51.9361702128,1646.779661017,952,47,2441,59,97160,8192,1147,46,20,802123.75,1525625.88692147,3090311,23305,10000601.75,1403.7645517201,10002421,9999240,BENIGN,1
443,62360,10,8,521,5745,187,0,52.1,74.546704227,2438,0,718.125,938.2912185,100481.077613855,288.646568313,3668.2352941177,5845.0735081927,15261,-1,62360,6928.8888888889,7614.9123180186,18631,3,45923,6560.4285714286,10036.2973062304,25704,51,0,212,172,160.3592046183,128.2873636947,0,2438,329.7894736842,679.0131383893,461058.842105263,0,0,0,1,0,0,0,0,348.1111111111,52.1,718.125,212,10,521,8,5745,8192,31,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,36118007,1380,1689,9579,3852431,537,0,6.9413043478,20.0314880055,4380,0,2280.8946121966,849.897777252,106927.55001681,84.9714658951,11772.4925032595,320162.307701433,9999070,-1,31262767,22670.6069615664,459716.096177411,10022431,1,36094892,21383.2298578199,432420.078074473,10022134,1,0,27624,33816,38.2080882813,46.7633776138,0,4380,1257.9837133551,1295.2214275917,1677598.54649256,0,0,0,1,0,0,0,1,1258.3936135549,6.9413043478,2280.8946121966,27624,1380,9579,1689,3852431,8192,64,1378,20,571298.0,532395.177390817,1086655,23361,9849624.33333333,256133.842618138,9999070,9553872,BENIGN,1
443,77482,6,7,1473,716,869,0,245.5,365.6220726379,526,0,102.2857142857,195.6533620852,28251.7229808214,167.7809039519,6456.8333333333,10372.6953526452,23641,-1,51693,10338.6,12202.8066976413,23727,259,53954,8992.3333333333,13097.561325173,27424,1,0,200,232,77.4373402855,90.3435636664,0,869,156.3571428571,276.0533970484,76205.478021978,0,0,0,1,0,0,0,1,168.3846153846,245.5,102.2857142857,200,6,1473,7,716,29200,993,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,2,1,2,6,37,6,6,6.0,0.0,31,6,18.5,17.6776695297,21500000.0,1500000.0,1.0,2.8284271247,3,-1,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,20,40,500000.0,1000000.0,6,31,12.25,12.5,156.25,1,0,0,0,1,0,0,2,16.3333333333,6.0,18.5,20,1,6,2,37,0,110,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,76521909,2402,3409,20800,7109615,232,0,8.659450458,19.1420676752,4380,0,2085.5426811382,841.9005669114,93181.3528070765,75.9390359694,13170.7244406196,766617.111350372,58034311,-1,76521909,31870.8492294877,1192437.47650145,58034311,2,76446330,22431.4348591549,1002412.26551917,58106351,0,0,51148,68192,31.3897030457,44.5493329237,0,4380,1226.8435994494,1209.1645190291,1462078.8340788,0,0,0,1,0,0,0,1,1227.0547237997,8.659450458,2085.5426811382,51148,2402,20800,3409,7109615,8192,54,2191,20,6142361.5,1287144.35247353,7052510,5232213,32008061.0,36806675.7277128,58034311,5981811,BENIGN,1
443,116438157,184,222,3221,435782,724,0,17.5054347826,97.3726433055,4344,0,1962.981981982,919.6658549396,3770.2675077552,3.4868294935,287501.622222222,1662254.49940935,10217096,-1,116438157,636274.081967213,2436738.02324275,10240126,1,113654308,514272.886877828,2224925.22608458,10243498,1,0,6160,7112,1.5802379971,1.9065914965,0,4344,1078.6314496315,1185.5241474682,1405467.50423016,0,0,0,1,0,0,0,1,1081.2881773399,17.5054347826,1962.981981982,6160,184,3221,222,435782,29200,1132,8,32,143813.818181818,398140.347047575,1344248,22883,10188400.2727273,67011.3023363832,10217096,10006047,BENIGN,1
443,10178461,8,9,789,4714,440,0,98.625,156.4817994894,1460,0,523.7777777778,631.0227368681,540.6514796294,1.6701935587,636153.8125,2498292.56997807,10004622,-1,10123655,1446236.42857143,3773909.80547446,10004622,619,10154998,1269374.75,3539163.35736314,10028183,4,0,172,204,0.7859734394,0.8842201193,0,1460,305.7222222222,498.3170270793,248319.859477124,0,0,0,1,0,0,0,1,323.7058823529,98.625,523.7777777778,172,8,789,9,4714,8192,62,7,20,119033.0,0.0,119033,119033,10004622.0,0.0,10004622,10004622,BENIGN,1
443,112006,19,21,884,23076,217,0,46.5263157895,71.5428142374,4380,0,1098.8571428572,1212.1772678002,213917.111583308,357.1237255147,2871.9487179487,6358.5968120611,23801,-1,112006,6222.5555555556,8878.8949181371,26573,3,81881,4094.05,10563.0103089433,41963,2,0,392,432,169.6337696195,187.4899558952,0,4380,584.3902439024,1010.890347121,1021899.29390244,0,0,0,1,0,0,0,1,599.0,46.5263157895,1098.8571428572,392,19,884,21,23076,8192,292,18,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,905984,21,17,1617,15958,1365,0,77.0,297.2596508105,1413,0,938.7058823529,665.1204556982,19398.7973297542,41.9433455778,24486.0540540541,59107.2815207634,224931,-1,905984,45299.2,89400.3662671174,266081,3,644648,40290.5,84534.7354941545,295641,1,0,684,552,23.179217293,18.7641282848,0,1413,450.641025641,649.4894953642,421836.604588394,0,0,0,1,0,0,0,0,462.5,77.0,938.7058823529,684,21,1617,17,15958,65535,362,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,214,1,2,6,37,6,6,6.0,0.0,31,6,18.5,17.6776695297,200934.579439252,14018.691588785,107.0,152.7350647363,215,-1,0,0.0,0.0,0,0,215,215.0,0.0,215,215,0,20,40,4672.8971962617,9345.7943925234,6,31,12.25,12.5,156.25,1,0,0,0,1,0,0,2,16.3333333333,6.0,18.5,20,1,6,2,37,0,119,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
49397,25111,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,119.469555175,12555.5,17757.5725959378,25112,-1,25111,25111.0,0.0,25111,25111,0,0.0,0.0,0,0,0,64,32,79.6463701167,39.8231850583,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,64,2,0,1,0,122,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,696435,21,25,898,33697,421,0,42.7619047619,106.6160891995,2896,0,1347.88,924.9697886958,49674.4132618263,66.0506723528,15476.3333333333,54272.3781122087,264123,-1,696435,34821.75,82224.5196269433,279855,1,643549,26814.5416666667,76410.5607110176,287588,49,0,684,808,30.1535678132,35.8971045395,0,2896,736.0638297872,941.2616741988,885973.539315449,0,0,0,1,0,0,0,1,752.0652173913,42.7619047619,1347.88,684,21,898,25,33697,65535,972,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,109203156,184029,244716,1092603,539997751,1460,0,5.9371240402,9.2769260699,7300,6,2206.6303429281,829.3330322462,4954896.66983617,3926.1227944731,254.7048028661,4084.5777981595,1411191,-5,109203058,593.4045797379,6236.9724911285,1411191,1,109202951,446.2454324418,5786.7809612435,1433455,0,0,3875868,4894320,1685.1985486573,2240.9242458158,0,7300,1262.0334976886,1256.6280131135,1579113.96334165,0,0,0,0,1,0,0,1,1262.0364412413,5.9371240402,2206.6303429281,3875868,184029,1092603,244716,539997751,1025,1026,175660,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,60586441,14,15,800,5505,415,0,57.1428571429,118.4345695004,1460,0,367.0,594.0538696112,104.0661886708,0.4786549519,2163801.46428571,4180532.69225353,10151006,-1,60586441,4660495.46153846,5210923.35737256,10201638,234,60535661,4323975.78571429,5162390.15575678,10201471,49,0,292,372,0.2310748043,0.2475801475,0,1460,210.1666666667,449.6702303822,202203.316091954,0,0,0,1,0,0,0,1,217.4137931034,57.1428571429,367.0,292,14,800,15,5505,8192,114,13,20,73329.5,51975.2966465801,179204,50412,10024362.0,68128.2138647417,10151006,9946976,BENIGN,1
80,39278279,79,83,1584,111346,410,0,20.0506329114,87.4301037656,2696,0,1341.5180722892,576.3028159267,2875.1259697504,4.1244169583,243964.465838509,1407378.33526192,10070367,-1,34722096,445155.076923077,1973409.57619755,10272017,1,39080202,476587.829268293,1988736.388546,10262122,1,0,2832,2664,2.0112897513,2.113127207,0,2696,692.8220858896,781.7142915307,611077.233583276,0,0,0,1,0,0,0,1,697.0987654321,20.0506329114,1341.5180722892,2832,79,1584,83,111346,29200,7240,4,32,1524673.66666667,2300118.85263574,4180616,191755,10049358.3333333,20480.2213204187,10070367,10029451,BENIGN,1
80,46806508,107,138,2372,186290,390,0,22.1682242991,81.1555094656,1460,0,1349.9275362319,370.7362892549,4030.6788107329,5.2343148521,191829.950819672,1331925.13741232,10225026,-1,41524008,391735.924528302,1944411.51743312,10240005,1,46791408,341543.124087591,1768553.32568804,10240255,1,0,2496,2772,2.2860068946,2.9483079575,0,1460,766.918699187,718.1902606594,515797.250506056,0,0,0,1,0,0,0,1,770.0489795918,22.1682242991,1349.9275362319,2496,107,2372,138,186290,29200,34,78,20,231247.25,432373.844797435,879808,14975,10149754.75,97565.9219105214,10225026,10020172,BENIGN,1
80,20933,4,3,26,11607,20,0,6.5,9.433981132,11595,6,3869.0,6690.91227,555725.4096,334.4002293,3488.833333,8250.964245,20325,-12,557,185.6666667,326.0526542,562,-12,20330,10165.0,14368.40979,20325,5,0,104,60,191.0858453,143.314384,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,1,0,0,0,1661.857143,6.5,3869.0,104,4,26,3,11607,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,2
80,1372803,4,5,26,11601,20,0,6.5,9.433981132,4380,6,2320.2,1655.522637,8469.532773,6.555929729,171600.375,476843.2035,1351606,-1,20700,6900.0,11131.85173,19742,-1,1352090,338022.5,675722.3509,1351606,51,0,104,100,2.913746546,3.642183183,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,1,0,0,1,1291.888889,6.5,2320.2,104,4,26,5,11601,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,2
443,3,1,2,6,37,6,6,6.0,0.0,37,0,18.5,26.1629509039,14333333.3333333,1000000.0,1.5,3.5355339059,4,-1,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,20,64,333333.333333333,666666.666666667,0,37,12.25,16.7406690428,280.25,1,0,0,0,0,0,0,2,16.3333333333,6.0,18.5,20,1,6,2,37,0,61,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,450563,13,8,827,5259,469,0,63.6153846154,131.0264212933,1595,0,657.375,735.4745673956,13507.5450048051,46.6083544366,22528.15,36340.3766690715,89187,-1,450563,37546.9166666667,41993.4713312316,92054,1,360740,51534.2857142857,64310.4783393662,137977,55,0,428,264,28.8527908417,17.7555635949,0,1595,276.6363636364,526.3807734091,277076.718614719,0,0,0,1,0,0,0,0,289.8095238095,63.6153846154,657.375,428,13,827,8,5259,65535,130,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,1061436,14,16,955,22791,517,0,68.2142857143,165.1373221438,2896,0,1424.4375,1053.5958092014,22371.5796336284,28.2635976168,36601.2413793103,87142.9641417133,259069,-1,1061271,81636.2307692308,120971.391203426,279120,193,802504,53500.2666666667,107047.458253315,261395,48,0,456,520,13.1896788878,15.073918729,0,2896,766.0,1022.1796971831,1044851.33333333,0,0,0,1,0,0,0,1,791.5333333333,68.2142857143,1424.4375,456,14,955,16,22791,29200,243,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,119989925,4062,4437,26972,13205940,370,0,6.6400787789,22.0675787928,10220,0,2976.3218390805,1840.0924045689,110283.525887694,70.8309468482,14119.7840668393,363758.876155264,10069496,-1,119989925,29546.8911598129,527330.266540123,10100551,0,115252258,25981.1221821461,499805.608974284,10100379,1,0,88872,88884,33.8528422282,36.97810462,0,10220,1556.8131764706,1992.046270419,3968248.34349032,0,0,0,1,0,0,0,1,1556.9963525121,6.6400787789,2976.3218390805,88872,4062,26972,4437,13205940,8192,190,3506,20,466005.363636364,1442990.69555755,4816786,30765,10011460.1818182,22721.2799279361,10069496,9999454,BENIGN,1
443,54853771,16,20,845,17237,207,0,52.8125,73.062729897,3011,0,861.85,953.0516788882,329.6400533703,0.6562903396,1567250.6,9222049.68225331,54566698,-1,54853617,3656907.8,14101304.8319248,54630008,4,54829513,2885763.84210526,12515164.5980712,54566698,2,0,332,412,0.2916845954,0.3646057442,0,3011,488.7027027027,806.2520926714,650042.436936937,0,0,0,1,0,0,0,1,502.2777777778,52.8125,861.85,332,16,845,20,17237,8192,64,15,20,286532.0,0.0,286532,286532,54566698.0,0.0,54566698,54566698,BENIGN,1
443,137559,16,13,930,16882,453,0,58.125,126.3993011584,2896,0,1298.6153846154,1023.8012940721,129486.25680617,210.8186305513,4912.8214285714,10277.2008909098,37643,-1,137559,9170.6,13163.4277602758,37643,1,112768,9397.3333333333,18382.3474281632,59936,56,0,524,424,116.3137272007,94.5049033506,0,2896,593.7333333333,913.8660557303,835151.167816092,0,0,0,1,0,0,0,0,614.2068965517,58.125,1298.6153846154,524,16,930,13,16882,65535,122,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,115609942,22,23,775,12193,326,0,35.2272727273,79.4396637276,1460,0,530.1304347826,677.8054363061,112.1702837633,0.3892398804,2627498.68181818,4373794.7865853,10009885,-1,115609942,5505235.33333333,4980914.13373437,10039378,48,110499965,5022725.68181818,5127536.42635448,10039294,48,0,452,604,0.1902950527,0.1989448278,0,1460,281.9130434783,539.0341496536,290557.814492754,0,0,0,1,0,0,0,1,288.1777777778,35.2272727273,530.1304347826,452,22,775,23,12193,8192,123,21,20,41908.5833333333,41538.7562851814,173787,29368,9592249.25,1420907.27555423,10009885,5080272,BENIGN,1
443,115716163,39,35,716,30877,332,0,18.358974359,65.0435025193,2836,0,882.2,759.0188635957,273.0214965735,0.639495798,1585152.91780822,3614648.69200142,10023647,-1,115716163,3045162.18421053,4589687.7152483,10060174,3,111045045,3266030.73529412,4761193.97321638,10060123,2,0,1256,1128,0.3370315692,0.3024642288,0,2836,421.24,674.7681451652,455312.04972973,0,0,0,1,0,0,0,0,426.9324324324,18.358974359,882.2,1256,39,716,35,30877,29200,357,4,32,83336.0909090909,155679.726248767,552728,36226,10011669.7272727,5681.0533370302,10023647,9998312,BENIGN,1
443,94043846,261,302,6729,616446,607,0,25.7816091954,61.6068350268,4380,0,2041.2119205298,961.199953334,6626.4303992842,5.986569286,167337.804270463,2683207.98996351,45003107,-1,93997278,361527.992307692,3942095.14348765,45049161,1,93997633,312284.495016611,3667795.65422371,45049675,1,0,5232,6076,2.7753012143,3.2112680717,0,4380,1104.920212766,1227.999332775,1507982.36129587,0,0,0,1,0,0,0,1,1106.8827708703,25.7816091954,2041.2119205298,5232,261,6729,302,616446,8192,281,260,20,2005629.5,2771258.24859404,3965205,46054,44993009.5,14280.0214460623,45003107,44982912,BENIGN,1
443,21836204,42,40,1557,55392,409,0,37.0714285714,106.6495040998,2896,0,1384.8,718.8139875642,2608.0082417255,3.7552314496,269582.765432099,1563094.49470066,10003193,-1,21836204,532590.341463415,2179861.24090026,10019894,17,21598862,553816.974358974,2236631.51590525,10020443,48,0,1352,1288,1.9234112303,1.8318202193,0,2896,686.1325301205,843.2471178331,711065.701733764,0,0,0,1,0,0,0,0,694.5,37.0714285714,1384.8,1352,42,1557,40,55392,29200,130,6,32,796406.0,1101935.40881124,1575592,17220,10002933.5,366.9884194358,10003193,10002674,BENIGN,1
80,798921,4,4,26,11607,20,0,6.5,9.433981132,5840,6,2901.75,3343.904143,14560.889,10.01350572,114131.5714,301605.7552,798109,-1,563,187.6666667,304.541185,539,-1,798276,266092.0,460740.2431,798109,10,0,104,80,5.006752858,5.006752858,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,1,0,0,1,1454.125,6.5,2901.75,104,4,26,4,11607,29200,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,2
80,70812812,8,6,56,11607,20,0,7.0,5.656854249,5755,0,1934.5,2529.124572,164.7018339,0.197704336,5447139.385,17000000.0,61500000,-1,69600000,9935816.286,22900000.0,61500000,161,1262900,252580.0,564261.8117,1261962,4,0,172,132,0.112973906,0.08473043,0,5755,777.9333333,1799.98105,3239931.781,0,0,0,0,1,0,0,0,833.5,7.0,1934.5,172,8,56,6,11607,256,229,6,20,728.0,0.0,728,728,34800000.0,37800000.0,61500000,8020529,DDoS,1
443,115688894,123,176,1973,246789,449,0,16.0406504065,74.08517455,2896,0,1402.2102272727,589.0844577895,2150.2669046175,2.5845177498,388217.765100671,1908429.12784936,10026417,-1,115688894,948269.62295082,2907833.54297987,10055919,48,110885717,633632.668571428,2444906.74951936,10055968,4,0,3944,5640,1.063196265,1.5213214848,0,2896,829.2066666667,820.3205124213,672925.74309922,0,0,0,1,0,0,0,1,831.9799331104,16.0406504065,1402.2102272727,3944,123,1973,176,246789,29200,139,7,32,63269.2727272727,111873.690492529,400581,29383,10017279.1818182,6738.8896536176,10026417,9998311,BENIGN,1
443,117950963,239,518,3148,960891,411,0,13.1715481172,50.654869714,4344,0,1855.0019305019,794.2458352455,8173.2185603266,6.4179213187,156019.792328042,3020684.09362989,58980533,-1,117950963,495592.281512605,5375742.31910963,58980533,1,117927119,228098.876208898,3653114.44522277,59004479,1,0,7668,16584,2.0262657796,4.3916555391,0,4344,1271.8192612137,1080.1198110061,1166658.80612785,0,0,0,1,0,0,0,2,1273.499339498,13.1715481172,1855.0019305019,7668,239,3148,518,960891,29200,1307,21,32,195613.0,242925.120463076,367387,23839,58767891.5,300720.493223358,58980533,58555250,BENIGN,1
443,118143,8,10,3283,5424,2693,0,410.375,931.1289518643,1460,2,542.4,680.9607918228,73698.8226132737,152.357735964,6949.5882352941,10472.2887007737,24091,-1,118143,16877.5714285714,16675.9288482645,42111,42,93354,10372.6666666667,15229.8350204459,40412,1,0,172,204,67.7145493174,84.6431866467,0,2693,458.2631578947,765.2711097023,585639.871345029,0,0,0,1,0,0,0,1,483.7222222222,410.375,542.4,172,8,3283,10,5424,8192,65535,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
443,116268512,261,525,3297,1098964,447,0,12.632183908,69.5819022021,8688,0,2093.2647619048,1183.913172974,9480.3053813917,6.7602138058,148112.754140127,1201116.88292472,10210624,-1,116268512,447186.584615385,2063188.29865122,10240040,2,113368224,216351.572519084,1465168.04679704,10240231,1,0,11580,16808,2.244803821,4.5154099848,0,8688,1400.5857687421,1377.9326029308,1898698.25821961,0,0,0,1,0,0,0,2,1402.3676844784,12.632183908,2093.2647619048,11580,261,3297,525,1098964,29200,147,10,32,126781.181818182,322406.397756254,1098873,29387,10179410.7272727,71606.5636992739,10210624,9997198,BENIGN,1
443,116193736,67,83,1094,148742,366,0,16.328358209,51.4579522552,4380,0,1792.0722891566,1143.4675311134,1289.5359522651,1.2909473881,779823.731543624,2632604.01389152,10095527,-1,116193736,1760511.15151515,3831117.67931038,10300818,4,113633169,1385770.35365854,3511425.93067962,10300944,151,0,1352,1804,0.5766231667,0.7143242214,0,4380,992.2913907285,1225.5190605857,1501896.96785872,0,0,0,1,0,0,0,1,998.9066666667,16.328358209,1792.0722891566,1352,67,1094,83,148742,8192,980,66,20,284190.181818182,261379.500937552,1072279,205236,10045846.0909091,42295.7857580506,10095527,10000154,BENIGN,1
443,219611,20,26,887,28419,322,0,44.35,86.3653652559,2836,0,1093.0384615385,686.1245065304,133445.046013178,209.4612747085,4880.2444444445,9822.8405888696,36644,-1,219611,11558.4736842105,13580.4488567958,37042,2,166836,6673.44,14876.9285166663,57599,1,0,648,840,91.0701194385,118.39115527,0,2836,623.5319148936,733.3672148286,537827.471785384,0,0,0,1,0,0,0,1,637.0869565217,44.35,1093.0384615385,648,20,887,26,28419,29200,357,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1
80,46036754,43,63,589,103836,343,0,13.6976744186,51.4219403255,2920,0,1648.1904761905,883.9086738905,2268.296326887,2.3025081221,438445.276190476,1996404.29342795,10000476,-1,40131857,955520.404761905,2973734.6637963,10015665,82,46021684,742285.225806452,2566315.70652156,10015684,72,0,872,1320,0.9340363137,1.3684718084,0,2920,975.9345794393,1054.1424331013,1111216.26926468,0,0,0,1,0,0,0,1,985.141509434,13.6976744186,1648.1904761905,872,43,589,63,103836,8192,30,42,20,32964.25,35541.1681704002,86276,15184,10000000.0,539.998148145,10000476,9999472,BENIGN,1
443,116269012,262,375,5404,643018,475,0,20.6259541985,89.4099290669,5792,0,1714.7146666667,856.3302165389,5576.911585006,5.4786738878,182812.911949686,1331988.8116506,10209039,-1,116269012,445475.141762452,2059303.4775505,10240044,3,113368139,303123.36631016,1727221.92002708,10240160,1,0,10272,12008,2.2533949114,3.2252789763,0,5792,1016.3354231975,1063.1776208168,1130346.65340571,0,0,0,1,0,0,0,1,1017.9309262166,20.6259541985,1714.7146666667,10272,262,5404,375,643018,29200,168,15,32,128070.272727273,321808.035520896,1098358,30961,10178113.2727273,71122.6065271663,10209039,9997615,BENIGN,1
80,80885883,8,6,56,11607,20,0,7.0,5.656854249,5840,0,1934.5,2538.919278,144.1907978,0.173083355,6221991.0,22400000.0,80700000,-1,80800000,11500000.0,30500000.0,80700000,3,113569,22713.8,49608.41149,111448,13,0,172,132,0.098904774,0.074178581,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,833.5,7.0,1934.5,172,8,56,6,11607,256,229,6,20,49028.0,0.0,49028,49028,80700000.0,0.0,80700000,80700000,DDoS,1
443,117649017,325,600,7650,1212806,3633,0,23.5384615385,204.1103306193,4344,0,2021.3433333333,888.6994335888,10373.7033348948,7.8623691348,127325.775974026,2716430.2710642,58562971,-1,117649017,363114.25,4582600.68595004,58562971,1,117625315,196369.474123539,3374224.05000326,58586635,1,0,10420,19208,2.7624540203,5.0999151145,0,4344,1317.9870410367,1198.9691950349,1437527.13064269,0,0,0,1,0,0,0,1,1319.4118918919,23.5384615385,2021.3433333333,10420,325,7650,600,1212806,29200,1401,38,32,393110.0,519962.486264154,760779,25441,58419550.5,202827.21622233,58562971,58276130,BENIGN,1
443,-1,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,-12000000.0,-2000000.0,-1.0,0.0,-1,-1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,20,20,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,1,9.0,6.0,6.0,20,1,6,1,6,253,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,6
80,82472116,8,4,56,11607,20,0,7.0,5.656854249,11595,0,2901.75,5795.50069,141.4174944,0.145503724,7497465.091,24200000.0,80300000,-1,81700000,11700000.0,30300000.0,80300000,1,801305,267101.6667,461836.2727,800384,5,0,172,92,0.097002483,0.048501241,0,11595,897.6153846,3214.167532,10300000.0,0,0,0,0,1,0,0,0,972.4166667,7.0,2901.75,172,8,56,4,11607,256,229,6,20,1334978.0,0.0,1334978,1334978,80300000.0,0.0,80300000,80300000,DDoS,1
80,116602919,337,433,4329,904589,719,0,12.8456973294,78.9235988356,4344,0,2089.1200923788,898.4983482682,7794.9849608825,6.6036082682,151629.283485046,1203115.95830326,10024958,-13,116602919,347032.49702381,1806924.90056458,10047922,1,111635788,258416.175925926,1583848.23355796,10048352,1,0,10792,13864,2.8901506316,3.7134576365,0,4344,1178.8819714656,1232.2452489597,1518428.35358364,0,0,0,1,0,0,0,1,1180.412987013,12.8456973294,2089.1200923788,10792,337,4329,433,904589,29200,1218,9,32,127038.545454545,344355.39876336,1165309,22957,10021700.2727273,7039.4302055053,10024958,10003670,BENIGN,1
80,116491881,123,125,703,206330,377,0,5.7154471545,44.7568147252,4344,0,1650.64,911.7816783815,1777.2311531308,2.1289037302,471627.048582996,2116704.78168512,10224929,-1,116491881,954851.483606557,2944539.43903779,10240021,44,113048768,911683.612903226,2915814.8091618,10240207,4,0,4268,4008,1.0558675759,1.0730361543,0,4344,831.4578313253,1046.8320678385,1095857.37825496,0,0,0,1,0,0,0,1,834.810483871,5.7154471545,1650.64,4268,123,703,125,206330,29200,61,2,32,74110.7272727273,195389.770436986,663233,15079,10203046.0909091,62315.4746294281,10224929,10017400,BENIGN,1
443,55345714,22,16,3345,8838,693,0,152.0454545455,266.5460698628,1451,0,552.375,626.1785554723,220.1254463896,0.6865933648,1495830.10810811,8037509.19801292,48889266,-1,55345714,2635510.19047619,10636320.1064239,48889266,1,6421347,428089.8,1066673.31409556,4090259,1,0,476,328,0.3975014217,0.2890919431,0,1451,312.3846153846,485.5321885034,235741.506072875,0,0,0,1,0,0,0,0,320.6052631579,152.0454545455,552.375,476,22,3345,16,8838,65535,22869,20,20,6456418.0,0.0,6456418,6456418,48889266.0,0.0,48889266,48889266,BENIGN,1
80,47770639,453,935,3803,1391024,400,0,8.3951434879,29.6483173169,2920,0,1487.7262032086,282.8677930383,29198.4162070765,29.055504156,34441.7007930786,559813.404238369,10028401,-1,41860217,92611.0995575221,939733.523932144,10028401,29,47755379,51129.9561027837,682925.942776803,10058678,0,0,9072,18760,9.4828122354,19.5726919207,0,2920,1004.1951043917,732.1098296601,535984.802684949,0,0,0,1,0,0,0,2,1004.9185878963,8.3951434879,1487.7262032086,9072,453,3803,935,1391024,8192,32,452,20,458597.75,887106.838053672,1789258,14958,10006456.5,14769.1813923453,10028401,9996475,BENIGN,1
